claimId,label_pred
pomt-06809,mostly false
pomt-06810,mostly true
pomt-06812,mostly false
pomt-06822,mostly false
pomt-06828,mostly false
pomt-06829,mostly false
pomt-06831,mostly false
pomt-06837,false
pomt-06856,mostly false
pomt-06859,mostly false
pomt-06860,mostly false
pomt-06872,mostly true
pomt-06873,false
pomt-06874,mostly false
pomt-06882,mostly false
pomt-06884,mostly true
pomt-06897,mostly false
pomt-06902,mostly false
pomt-06913,mostly true
pomt-06914,mostly false
pomt-06916,mostly true
pomt-06920,mostly true
pomt-06922,mostly false
pomt-06923,false
pomt-06926,false
pomt-06927,false
pomt-06938,false
pomt-06940,mostly false
pomt-06945,mostly true
pomt-06947,mostly true
pomt-06948,mostly true
pomt-06955,mostly true
pomt-06969,mostly true
pomt-06970,mostly false
pomt-06973,mostly true
pomt-06977,mostly false
pomt-06980,false
pomt-06981,false
pomt-06999,mostly false
pomt-07004,mostly false
pomt-07005,mostly false
pomt-07008,mostly false
pomt-07014,mostly false
pomt-07020,mostly false
pomt-07026,pants on fire!
pomt-07028,mostly false
pomt-07029,mostly false
pomt-07031,mostly true
pomt-07053,mostly false
pomt-07067,mostly true
pomt-07069,mostly true
pomt-07072,mostly false
pomt-07073,mostly false
pomt-07078,mostly true
pomt-07084,mostly false
pomt-07095,mostly false
pomt-07096,mostly false
pomt-07105,false
pomt-07108,false
pomt-07112,mostly false
pomt-07120,mostly false
pomt-07121,mostly false
pomt-07129,mostly false
pomt-07139,mostly true
pomt-07146,mostly false
pomt-07150,mostly false
pomt-07156,mostly true
pomt-07159,mostly false
pomt-07164,mostly false
pomt-07167,mostly false
pomt-07181,mostly false
pomt-07182,mostly false
pomt-07187,mostly false
pomt-07189,mostly false
pomt-07195,mostly true
pomt-07204,mostly true
pomt-07213,mostly false
pomt-07217,mostly false
pomt-07222,mostly false
pomt-07223,mostly true
pomt-07230,mostly true
pomt-07234,mostly true
pomt-07236,false
pomt-07261,true
pomt-07267,false
pomt-07279,mostly true
pomt-07303,mostly false
pomt-07311,mostly true
pomt-07313,mostly false
pomt-07323,mostly false
pomt-07325,mostly true
pomt-07332,mostly false
pomt-07339,mostly false
pomt-07350,false
pomt-07357,mostly true
pomt-07359,false
pomt-07368,mostly false
pomt-07389,false
pomt-07390,mostly true
pomt-07393,mostly false
pomt-07402,mostly true
pomt-07413,false
pomt-07420,mostly true
pomt-07426,false
pomt-07427,mostly false
pomt-07433,mostly false
pomt-07436,false
pomt-07437,pants on fire!
pomt-07443,mostly false
pomt-07444,mostly true
pomt-07462,mostly false
pomt-07468,mostly false
pomt-07471,mostly true
pomt-07475,mostly false
pomt-07478,mostly false
pomt-07484,mostly false
pomt-07486,false
pomt-07491,mostly false
pomt-07502,false
pomt-07504,mostly false
pomt-07506,mostly false
pomt-07507,mostly false
pomt-07546,mostly false
pomt-07552,mostly false
pomt-07561,false
pomt-07563,false
pomt-07568,mostly false
pomt-07569,mostly false
pomt-07579,mostly false
pomt-07585,pants on fire!
pomt-07589,mostly false
pomt-07592,mostly false
pomt-07599,mostly false
pomt-07603,mostly false
pomt-07608,mostly false
pomt-07611,mostly true
pomt-07612,mostly false
pomt-07616,mostly false
pomt-07624,mostly false
pomt-07627,mostly false
pomt-07633,mostly false
pomt-07642,mostly false
pomt-07646,mostly false
pomt-07652,mostly true
pomt-07656,pants on fire!
pomt-07658,mostly true
pomt-07659,mostly false
pomt-07670,mostly true
pomt-07671,mostly false
pomt-07673,mostly false
pomt-07674,mostly false
pomt-07677,mostly false
pomt-07688,mostly true
pomt-07695,pants on fire!
pomt-07704,mostly false
pomt-07705,mostly false
pomt-07724,mostly false
pomt-07738,mostly false
pomt-07743,mostly false
pomt-07757,half-true
pomt-07770,mostly false
pomt-07778,mostly false
pomt-07786,false
pomt-07799,false
pomt-07800,false
pomt-07813,mostly false
pomt-07825,pants on fire!
pomt-07826,mostly true
pomt-07829,mostly false
pomt-07842,mostly false
pomt-07848,mostly false
pomt-07851,mostly false
pomt-07859,mostly false
pomt-07863,mostly false
pomt-07868,mostly false
pomt-07877,false
pomt-07878,mostly false
pomt-07881,mostly true
pomt-07883,mostly false
pomt-07888,mostly false
pomt-07889,mostly false
pomt-07890,mostly false
pomt-07892,false
pomt-07893,mostly false
pomt-07895,mostly true
pomt-07896,false
pomt-07900,mostly true
pomt-07906,mostly false
pomt-07909,mostly false
pomt-07916,mostly true
pomt-07923,mostly true
pomt-07939,mostly false
pomt-07942,mostly false
pomt-07943,false
pomt-07946,mostly false
pomt-07952,mostly true
pomt-07954,mostly false
pomt-07968,mostly true
pomt-07973,false
pomt-07977,mostly false
pomt-07981,mostly true
pomt-07987,mostly true
pomt-07993,mostly false
pomt-07999,mostly false
pomt-08005,mostly false
pomt-08008,mostly false
pomt-08021,mostly false
pomt-08024,mostly false
pomt-08025,false
pomt-08032,mostly false
pomt-08036,mostly false
pomt-08038,mostly false
pomt-08040,false
pomt-08046,mostly false
pomt-08053,mostly true
pomt-08056,mostly false
pomt-08057,mostly false
pomt-08059,mostly false
pomt-08063,mostly false
pomt-08064,mostly false
pomt-08070,mostly false
pomt-08086,mostly true
pomt-08102,false
pomt-08104,mostly false
pomt-08106,mostly false
pomt-08123,mostly true
pomt-08127,mostly false
pomt-08128,mostly false
pomt-08131,mostly false
pomt-08135,mostly true
pomt-08138,false
pomt-08153,false
pomt-08163,false
pomt-08164,mostly false
pomt-08165,mostly false
pomt-08171,mostly false
pomt-08172,false
pomt-08175,mostly false
pomt-08195,mostly false
pomt-08199,mostly true
pomt-08200,mostly false
pomt-08203,mostly false
pomt-08206,mostly false
pomt-08213,mostly true
pomt-08220,mostly true
pomt-08225,mostly false
pomt-08236,mostly true
pomt-08238,mostly false
pomt-08241,mostly false
pomt-08247,mostly true
pomt-08256,mostly false
pomt-08257,mostly false
pomt-08265,mostly false
pomt-08274,mostly false
pomt-08276,mostly false
pomt-08294,false
pomt-08297,mostly false
pomt-08300,false
pomt-08302,mostly true
pomt-08309,mostly false
pomt-08314,mostly true
pomt-08316,mostly true
pomt-08318,false
pomt-08321,false
pomt-08327,false
pomt-08334,mostly false
pomt-08339,mostly false
pomt-08341,mostly false
pomt-08345,mostly false
pomt-08351,mostly false
pomt-08353,false
pomt-08358,false
pomt-08361,mostly true
pomt-08375,mostly false
pomt-08377,mostly false
pomt-08380,pants on fire!
pomt-08381,false
pomt-08390,false
pomt-08391,mostly false
pomt-08396,false
pomt-08399,mostly false
pomt-08402,mostly false
pomt-08407,mostly false
pomt-08408,false
pomt-08411,mostly false
pomt-08412,mostly false
pomt-08416,mostly false
pomt-08421,false
pomt-08428,mostly false
pomt-08441,false
pomt-08443,mostly true
pomt-08446,mostly true
pomt-08451,mostly false
pomt-08455,mostly false
pomt-08461,false
pomt-08465,mostly false
pomt-08468,mostly false
pomt-08479,mostly false
pomt-08492,mostly false
pomt-08498,false
pomt-08499,false
pomt-08501,pants on fire!
pomt-08515,mostly false
pomt-08520,mostly false
pomt-08521,mostly true
pomt-08525,mostly false
pomt-08530,mostly false
pomt-08535,mostly true
pomt-08539,mostly false
pomt-08542,mostly false
pomt-08544,false
pomt-08554,mostly false
pomt-08560,mostly false
pomt-08572,mostly false
pomt-08574,mostly false
pomt-08587,false
pomt-08588,mostly true
pomt-08592,mostly true
pomt-08596,mostly true
pomt-08598,mostly false
pomt-08603,mostly true
pomt-08606,false
pomt-08609,mostly false
pomt-08614,mostly true
pomt-08616,mostly false
pomt-08622,false
pomt-08630,mostly false
pomt-08631,mostly false
pomt-08633,true
pomt-08642,mostly true
pomt-08651,mostly true
pomt-08652,mostly true
pomt-08654,mostly false
pomt-08661,mostly false
pomt-08662,mostly false
pomt-08667,mostly true
pomt-08689,mostly false
pomt-08690,mostly true
pomt-08693,false
pomt-08706,mostly false
pomt-08718,false
pomt-08725,false
pomt-08732,mostly false
pomt-08746,mostly true
pomt-08748,mostly false
pomt-08752,mostly true
pomt-08763,false
pomt-08775,false
pomt-08777,mostly false
pomt-08797,mostly false
pomt-08812,mostly false
pomt-08815,mostly false
pomt-08817,mostly false
pomt-08822,false
pomt-08824,mostly false
pomt-08829,mostly true
pomt-08831,mostly true
pomt-08835,mostly true
pomt-08840,mostly false
pomt-08844,mostly false
pomt-08851,mostly false
pomt-08858,mostly false
pomt-08860,false
pomt-08871,mostly false
pomt-08875,mostly false
pomt-08879,mostly false
pomt-08905,mostly false
pomt-08907,mostly true
pomt-08909,mostly false
pomt-08911,mostly false
pomt-08915,mostly false
pomt-08919,mostly true
pomt-08927,mostly false
pomt-08937,mostly false
pomt-08942,mostly false
pomt-08945,false
pomt-08947,mostly true
pomt-08958,mostly true
pomt-08964,false
pomt-08967,false
pomt-08972,mostly true
pomt-08984,mostly false
pomt-08994,mostly true
pomt-09003,pants on fire!
pomt-09014,mostly false
pomt-09028,mostly true
pomt-09037,mostly false
pomt-09040,mostly false
pomt-09045,mostly false
pomt-09046,mostly true
pomt-09047,mostly true
pomt-09057,mostly false
pomt-09059,pants on fire!
pomt-09066,mostly false
pomt-09076,mostly false
pomt-09084,pants on fire!
pomt-09086,false
pomt-09087,false
pomt-09108,mostly false
pomt-09119,pants on fire!
pomt-09123,mostly true
pomt-09133,mostly false
pomt-09135,mostly true
pomt-09137,mostly true
pomt-09142,mostly false
pomt-09162,mostly true
pomt-09163,mostly false
pomt-09166,false
pomt-09175,mostly false
pomt-09180,mostly false
pomt-09183,mostly false
pomt-09184,false
pomt-09185,mostly true
pomt-09187,false
pomt-09194,half-true
pomt-09215,false
pomt-09218,mostly false
pomt-09222,mostly true
pomt-09228,mostly true
pomt-09229,mostly false
pomt-09231,false
pomt-09236,mostly false
pomt-09237,mostly false
pomt-09240,pants on fire!
pomt-09245,mostly false
pomt-09249,mostly false
pomt-09250,mostly false
pomt-09264,false
pomt-09265,false
pomt-09268,false
pomt-09278,mostly false
pomt-09290,false
pomt-09296,mostly true
pomt-09299,false
pomt-09316,mostly false
pomt-09317,mostly true
pomt-09321,mostly false
pomt-09323,false
pomt-09330,mostly false
pomt-09334,mostly true
pomt-09337,mostly false
pomt-09344,mostly true
pomt-09347,mostly true
pomt-09348,false
pomt-09354,mostly true
pomt-09359,mostly false
pomt-09373,mostly false
pomt-09375,mostly false
pomt-09379,mostly false
pomt-09381,false
pomt-09382,true
pomt-09384,pants on fire!
pomt-09397,true
pomt-09411,mostly false
pomt-09415,mostly false
pomt-09416,mostly false
pomt-09421,mostly true
pomt-09425,mostly false
pomt-09430,false
pomt-09438,mostly true
pomt-09445,mostly false
pomt-09446,false
pomt-09459,mostly false
pomt-09461,mostly false
pomt-09467,mostly true
pomt-09471,mostly true
pomt-09472,false
pomt-09473,false
pomt-09475,mostly false
pomt-09487,mostly false
pomt-09489,mostly false
pomt-09494,false
pomt-09502,mostly false
pomt-09514,mostly true
pomt-09519,mostly false
pomt-09530,mostly true
pomt-09531,mostly true
pomt-09533,mostly false
pomt-09538,mostly false
pomt-09539,mostly true
pomt-09553,mostly false
pomt-09558,mostly false
pomt-09566,mostly false
pomt-09569,mostly false
pomt-09578,mostly true
pomt-09582,pants on fire!
pomt-09586,mostly false
pomt-09590,false
pomt-09605,mostly true
pomt-09611,mostly false
pomt-09615,mostly false
pomt-09621,mostly false
pomt-09626,mostly false
pomt-09647,mostly false
pomt-09652,mostly true
pomt-09656,mostly false
pomt-09670,mostly true
pomt-09677,mostly false
pomt-09682,false
pomt-09684,mostly false
pomt-09688,false
pomt-09690,mostly false
pomt-09700,mostly true
pomt-09701,mostly false
pomt-09703,pants on fire!
pomt-09723,mostly false
pomt-09725,mostly false
pomt-09729,mostly false
pomt-09731,mostly false
pomt-09735,mostly false
pomt-09739,mostly false
pomt-09744,mostly false
pomt-09762,mostly false
pomt-09770,mostly false
pomt-09777,mostly false
pomt-09790,false
pomt-09802,false
pomt-09803,false
pomt-09813,mostly false
pomt-09814,mostly false
pomt-09818,mostly false
pomt-09819,mostly true
pomt-09820,mostly false
pomt-09821,mostly true
pomt-09824,mostly true
pomt-09828,mostly true
pomt-09832,mostly false
pomt-09843,mostly true
pomt-09846,pants on fire!
pomt-09848,false
pomt-09850,mostly false
pomt-09855,mostly false
pomt-09856,mostly false
pomt-09860,mostly false
pomt-09867,mostly false
pomt-09874,mostly false
pomt-09879,mostly false
pomt-09890,mostly false
pomt-09895,false
pomt-09897,mostly false
pomt-09901,mostly false
pomt-09904,mostly false
pomt-09905,false
pomt-09908,mostly false
pomt-09909,mostly false
pomt-09930,mostly true
pomt-09932,pants on fire!
pomt-09933,false
pomt-09934,false
pomt-09941,false
pomt-09945,mostly true
pomt-09953,mostly true
pomt-09956,mostly false
pomt-09972,mostly true
pomt-09987,mostly true
pomt-09992,mostly true
pomt-09993,pants on fire!
pomt-09996,false
pomt-10005,mostly false
pomt-10008,false
pomt-10012,mostly false
pomt-10013,mostly false
pomt-10016,false
pomt-10019,mostly true
pomt-10021,mostly false
pomt-10025,mostly false
pomt-10029,mostly false
pomt-10031,mostly false
pomt-10055,mostly false
pomt-10061,mostly false
pomt-10062,mostly false
pomt-10071,mostly true
pomt-10075,pants on fire!
pomt-10091,mostly false
pomt-10096,false
pomt-10109,mostly false
pomt-10115,mostly true
pomt-10121,mostly false
pomt-10128,mostly false
pomt-10129,false
pomt-10134,false
pomt-10140,mostly false
pomt-10146,false
pomt-10149,mostly true
pomt-10153,mostly false
pomt-10154,mostly false
pomt-10161,mostly false
pomt-10166,mostly false
pomt-10175,mostly false
pomt-10178,false
pomt-10191,mostly false
pomt-10192,mostly false
pomt-10195,mostly false
pomt-10197,false
pomt-10205,mostly false
pomt-10211,false
pomt-10216,false
pomt-10219,mostly false
pomt-10225,mostly false
pomt-10229,mostly false
pomt-10239,false
pomt-10246,mostly false
pomt-10253,mostly false
pomt-10254,false
pomt-10265,false
pomt-10267,mostly true
pomt-10268,false
pomt-10271,mostly true
pomt-10281,mostly false
pomt-10284,false
pomt-10287,mostly false
pomt-10289,mostly true
pomt-10305,mostly false
pomt-10319,mostly true
pomt-10323,mostly false
pomt-10331,mostly false
pomt-10344,pants on fire!
pomt-10360,mostly false
pomt-10362,mostly true
pomt-10369,mostly false
pomt-10370,mostly false
pomt-10371,false
pomt-10372,mostly false
pomt-10375,mostly true
pomt-10376,mostly false
pomt-10387,mostly false
pomt-10390,mostly false
pomt-10391,mostly false
pomt-10398,mostly false
pomt-10405,half-true
pomt-10406,mostly true
pomt-10407,mostly false
pomt-10427,mostly true
pomt-10434,mostly false
pomt-10438,mostly false
pomt-10442,false
pomt-10447,mostly false
pomt-10462,false
pomt-10470,mostly false
pomt-10478,mostly false
pomt-10484,mostly false
pomt-10485,mostly true
pomt-10489,mostly false
pomt-10495,mostly false
pomt-10497,mostly false
pomt-10504,mostly false
pomt-10511,false
pomt-10512,false
pomt-10515,mostly false
pomt-10517,mostly false
pomt-10528,false
pomt-10529,mostly false
pomt-10535,mostly true
pomt-10544,mostly true
pomt-10551,mostly false
pomt-10554,mostly false
pomt-10558,false
pomt-10560,mostly true
pomt-10580,mostly true
pomt-10583,mostly false
pomt-10586,mostly false
pomt-10590,false
pomt-10594,mostly false
pomt-10596,mostly false
pomt-10608,mostly false
pomt-10613,mostly false
pomt-10618,mostly false
pomt-10619,mostly false
pomt-10628,mostly false
pomt-10634,mostly true
pomt-10649,mostly false
pomt-10658,mostly true
pomt-10659,mostly false
pomt-10660,mostly false
pomt-10662,mostly false
pomt-10680,mostly false
pomt-10683,half-true
pomt-10690,pants on fire!
pomt-10691,pants on fire!
pomt-10692,half-true
pomt-10702,false
pomt-10719,mostly true
pomt-10729,mostly true
pomt-10732,mostly false
pomt-10734,pants on fire!
pomt-10736,true
pomt-10741,false
pomt-10742,mostly false
pomt-10743,mostly false
pomt-10751,mostly false
pomt-10755,mostly false
pomt-10759,mostly false
pomt-10761,mostly false
pomt-10762,mostly false
pomt-10765,mostly false
pomt-10770,mostly true
pomt-10773,mostly false
pomt-10774,mostly false
pomt-10779,false
pomt-10787,false
pomt-10788,mostly false
pomt-10789,mostly true
pomt-10791,mostly false
pomt-10796,mostly false
pomt-10801,mostly false
pomt-10806,mostly false
pomt-10815,mostly true
pomt-10820,mostly false
pomt-10841,mostly false
pomt-10845,mostly false
pomt-10849,mostly false
pomt-10852,mostly false
pomt-10853,mostly false
pomt-10858,pants on fire!
pomt-10862,mostly false
pomt-10867,mostly false
pomt-10873,mostly false
pomt-10874,mostly false
pomt-10877,mostly true
pomt-10879,half-true
pomt-10880,mostly false
pomt-10881,mostly false
pomt-10884,mostly false
pomt-10885,false
pomt-10886,mostly false
pomt-10887,mostly true
pomt-10888,mostly false
pomt-10890,mostly false
pomt-10895,mostly false
pomt-10904,mostly false
pomt-10910,mostly false
pomt-10917,mostly false
pomt-10918,false
pomt-10919,mostly false
pomt-10932,mostly false
pomt-10936,mostly false
pomt-10937,mostly false
pomt-10943,mostly false
pomt-10945,mostly false
pomt-10950,true
pomt-10956,mostly true
pomt-10960,mostly true
pomt-10965,mostly false
pomt-10968,false
pomt-10970,mostly false
pomt-10972,mostly false
pomt-10974,mostly false
pomt-10981,mostly false
pomt-10986,false
pomt-11020,mostly false
pomt-11022,false
pomt-11029,true
pomt-11031,mostly true
pomt-11054,mostly true
pomt-11059,false
pomt-11078,mostly false
pomt-11086,mostly false
pomt-11089,mostly false
pomt-11095,false
pomt-11113,false
pomt-11117,mostly false
pomt-11120,mostly false
pomt-11122,mostly false
pomt-11130,mostly false
pomt-11142,mostly false
pomt-11145,false
pomt-11149,pants on fire!
pomt-11151,false
pomt-11153,mostly false
pomt-11162,mostly true
pomt-11174,mostly false
pomt-11177,mostly false
pomt-11179,mostly false
pomt-11180,mostly false
pomt-11185,mostly false
pomt-11209,half-true
pomt-11213,mostly false
pomt-11214,mostly false
pomt-11221,mostly false
pomt-11225,mostly false
pomt-11236,mostly true
pomt-11248,false
pomt-11259,mostly false
pomt-11286,mostly true
pomt-11288,mostly true
pomt-11313,mostly false
pomt-11314,pants on fire!
pomt-11319,mostly false
pomt-11330,mostly true
pomt-11342,mostly false
pomt-11359,mostly true
pomt-11366,mostly false
pomt-11369,mostly false
pomt-11382,mostly false
pomt-11384,mostly false
pomt-11385,pants on fire!
pomt-11400,mostly true
pomt-11408,mostly true
pomt-11412,mostly true
pomt-11425,pants on fire!
pomt-11431,mostly false
pomt-11433,mostly true
pomt-11438,mostly false
pomt-11440,mostly false
pomt-11444,false
pomt-11447,mostly false
pomt-11452,mostly false
pomt-11456,mostly true
pomt-11459,mostly false
pomt-11462,false
pomt-11464,mostly true
pomt-11466,pants on fire!
pomt-11469,mostly true
pomt-11478,mostly false
pomt-11482,pants on fire!
pomt-11494,mostly true
pomt-11499,mostly true
pomt-11500,mostly false
pomt-11525,false
pomt-11526,mostly false
pomt-11533,mostly false
pomt-11554,mostly false
pomt-11572,pants on fire!
pomt-11573,mostly false
pomt-11578,mostly false
pomt-11581,mostly false
pomt-11594,mostly true
pomt-11597,mostly true
pomt-11603,mostly false
pomt-11610,mostly true
pomt-11622,mostly false
pomt-11623,mostly true
pomt-11628,mostly true
pomt-11637,half-true
pomt-11643,mostly false
pomt-11644,mostly false
pomt-11648,mostly false
pomt-11659,mostly false
pomt-11660,false
pomt-11666,false
pomt-11679,mostly false
pomt-11689,mostly true
pomt-11698,true
pomt-11701,mostly false
pomt-11708,mostly false
pomt-11709,mostly false
pomt-11726,false
pomt-11727,false
pomt-11739,mostly false
pomt-11743,pants on fire!
pomt-11744,mostly false
pomt-11760,false
pomt-11765,mostly true
pomt-11766,mostly false
pomt-11774,mostly false
pomt-11786,false
pomt-11787,false
pomt-11803,mostly false
pomt-11810,mostly false
pomt-11815,mostly false
pomt-11822,mostly true
pomt-11832,mostly false
pomt-11838,true
pomt-11842,mostly false
pomt-11849,pants on fire!
pomt-11856,mostly true
pomt-11858,mostly false
pomt-11865,mostly false
pomt-11869,mostly false
pomt-11871,mostly false
pomt-11873,mostly false
pomt-11874,mostly false
pomt-11882,mostly false
pomt-11885,mostly false
pomt-11887,mostly false
pomt-11895,half-true
pomt-11899,mostly false
pomt-11903,mostly true
pomt-11904,mostly true
pomt-11913,false
pomt-11914,mostly false
pomt-11919,mostly true
pomt-11921,false
pomt-11924,mostly false
pomt-11928,mostly true
pomt-11930,mostly false
pomt-11931,mostly false
pomt-11945,mostly false
pomt-11949,false
pomt-11956,mostly false
pomt-11957,mostly false
pomt-11963,mostly false
pomt-11972,mostly false
pomt-11979,mostly false
pomt-11993,mostly false
pomt-11995,mostly false
pomt-11999,pants on fire!
pomt-12001,false
pomt-12002,mostly true
pomt-12003,false
pomt-12011,mostly false
pomt-12015,mostly false
pomt-12027,mostly true
pomt-12028,false
pomt-12045,mostly false
pomt-12046,mostly false
pomt-12054,mostly false
pomt-12059,mostly true
pomt-12083,mostly false
pomt-12085,mostly false
pomt-12096,mostly false
pomt-12098,mostly true
pomt-12101,mostly false
pomt-12108,mostly false
pomt-12125,pants on fire!
pomt-12126,pants on fire!
pomt-12128,mostly false
pomt-12134,false
pomt-12151,true
pomt-12157,false
pomt-12158,mostly false
pomt-12160,mostly true
pomt-12161,mostly false
pomt-12163,mostly false
pomt-12171,false
pomt-12174,pants on fire!
pomt-12177,mostly true
pomt-12184,mostly true
pomt-12199,false
pomt-12216,mostly false
pomt-12219,mostly true
pomt-12244,true
pomt-12247,mostly false
pomt-12249,mostly true
pomt-12257,mostly false
pomt-12266,false
pomt-12269,mostly true
pomt-12280,half-true
pomt-12289,mostly true
pomt-12294,false
pomt-12295,mostly true
pomt-12300,false
pomt-12316,mostly false
pomt-12322,false
pomt-12334,mostly false
pomt-12339,mostly false
pomt-12343,mostly true
pomt-12348,mostly false
pomt-12352,mostly false
pomt-12353,pants on fire!
pomt-12359,mostly false
pomt-12368,mostly false
pomt-12377,true
pomt-12380,mostly false
pomt-12389,half-true
pomt-12396,mostly false
pomt-12398,mostly false
pomt-12401,mostly false
pomt-12410,false
pomt-12411,mostly false
pomt-12415,mostly true
pomt-12416,false
pomt-12435,mostly true
pomt-12442,mostly true
pomt-12444,false
pomt-12446,mostly false
pomt-12462,mostly false
pomt-12463,mostly true
pomt-12466,mostly false
pomt-12467,mostly true
pomt-12468,false
pomt-12475,pants on fire!
pomt-12488,mostly false
pomt-12490,mostly true
pomt-12503,mostly false
pomt-12515,false
pomt-12522,mostly true
pomt-12524,mostly false
pomt-12530,mostly false
pomt-12531,mostly true
pomt-12534,mostly false
pomt-12535,mostly true
pomt-12546,mostly false
pomt-12547,pants on fire!
pomt-12551,mostly false
pomt-12552,mostly true
pomt-12556,mostly true
pomt-12569,mostly false
pomt-12574,mostly false
pomt-12581,mostly true
pomt-12583,mostly false
pomt-12585,mostly false
pomt-12588,mostly false
pomt-12595,mostly false
pomt-12597,false
pomt-12602,pants on fire!
pomt-12615,false
pomt-12619,mostly true
pomt-12627,mostly false
pomt-12631,mostly false
pomt-12636,mostly true
pomt-12650,mostly true
pomt-12668,mostly false
pomt-12669,mostly false
pomt-12670,mostly false
pomt-12676,mostly false
pomt-12685,false
pomt-12691,mostly false
pomt-12692,mostly false
pomt-12696,mostly false
pomt-12698,false
pomt-12699,mostly false
pomt-12701,mostly false
pomt-12703,false
pomt-12727,mostly false
pomt-12734,mostly false
pomt-12736,mostly true
pomt-12744,mostly false
pomt-12746,mostly true
pomt-12749,mostly false
pomt-12755,false
pomt-12765,mostly false
pomt-12775,mostly false
pomt-12779,pants on fire!
pomt-12786,mostly false
pomt-12787,mostly false
pomt-12788,mostly false
pomt-12789,mostly false
pomt-12801,false
pomt-12814,mostly false
pomt-12815,mostly true
pomt-12818,mostly false
pomt-12819,mostly true
pomt-12826,false
pomt-12859,mostly false
pomt-12861,mostly false
pomt-12873,false
pomt-12874,false
pomt-12883,mostly false
pomt-12887,mostly false
pomt-12897,mostly false
pomt-12898,false
pomt-12904,mostly false
pomt-12905,false
pomt-12907,mostly true
pomt-12909,mostly true
pomt-12910,mostly false
pomt-12914,mostly false
pomt-12923,pants on fire!
pomt-12927,mostly false
pomt-12938,mostly true
pomt-12941,mostly false
pomt-12944,mostly false
pomt-12945,mostly true
pomt-12956,mostly false
pomt-12959,mostly false
pomt-12961,mostly false
pomt-12966,mostly false
pomt-12967,half-true
pomt-12970,mostly false
pomt-12975,mostly false
pomt-12976,mostly false
pomt-12979,half-true
pomt-12988,mostly true
pomt-12995,mostly false
pomt-13000,mostly false
pomt-13012,mostly true
pomt-13014,mostly false
pomt-13024,mostly false
pomt-13031,mostly false
pomt-13035,false
pomt-13053,false
pomt-13058,mostly true
pomt-13059,mostly true
pomt-13066,mostly false
pomt-13075,mostly true
pomt-13082,mostly false
pomt-13093,pants on fire!
pomt-13098,mostly false
pomt-13102,mostly false
pomt-13111,mostly false
pomt-13113,half-true
pomt-13116,mostly false
pomt-13144,mostly false
pomt-13148,mostly false
pomt-13149,pants on fire!
pomt-13158,mostly false
pomt-13159,mostly true
pomt-13162,mostly false
pomt-13171,mostly false
pomt-13176,false
pomt-13178,mostly false
pomt-13179,false
pomt-13183,mostly true
pomt-13184,mostly false
pomt-13185,mostly false
pomt-13188,mostly false
pomt-13192,mostly false
pomt-13197,mostly true
pomt-13201,mostly false
pomt-13204,mostly false
pomt-13206,mostly true
pomt-13208,mostly false
pomt-13214,mostly false
pomt-13218,mostly false
pomt-13219,mostly false
pomt-13221,false
pomt-13224,false
pomt-13227,mostly true
pomt-13228,pants on fire!
pomt-13235,mostly false
pomt-13239,mostly false
pomt-13241,false
pomt-13245,mostly false
pomt-13247,mostly false
pomt-13250,mostly false
pomt-13259,mostly true
pomt-13277,true
pomt-13284,mostly false
pomt-13288,pants on fire!
pomt-13293,mostly false
pomt-13297,mostly false
pomt-13298,mostly false
pomt-13301,false
pomt-13307,mostly false
pomt-13316,false
pomt-13318,mostly false
pomt-13329,mostly false
pomt-13335,mostly false
pomt-13340,false
pomt-13344,mostly true
pomt-13359,pants on fire!
pomt-13366,false
pomt-13369,mostly false
pomt-13375,false
pomt-13378,mostly true
pomt-13382,false
pomt-13394,mostly false
pomt-13395,mostly true
pomt-13396,false
pomt-13403,mostly false
pomt-13404,mostly true
pomt-13405,mostly false
pomt-13413,mostly false
pomt-13414,false
pomt-13415,pants on fire!
pomt-13425,mostly false
pomt-13426,mostly false
pomt-13433,mostly true
pomt-13434,mostly false
pomt-13440,mostly false
pomt-13443,pants on fire!
pomt-13455,mostly false
pomt-13456,false
pomt-13457,pants on fire!
pomt-13462,pants on fire!
pomt-13465,false
pomt-13466,false
pomt-13467,mostly false
pomt-13469,mostly true
pomt-13489,mostly true
pomt-13494,false
pomt-13510,mostly false
pomt-13517,false
pomt-13521,false
pomt-13523,mostly false
pomt-13524,mostly false
pomt-13528,mostly false
pomt-13541,mostly false
pomt-13543,mostly false
pomt-13546,mostly false
pomt-13552,mostly false
pomt-13576,false
pomt-13577,mostly false
pomt-13592,mostly true
pomt-13597,mostly false
pomt-13601,mostly false
pomt-13610,false
pomt-13619,pants on fire!
pomt-13629,mostly false
pomt-13630,mostly true
pomt-13635,mostly false
pomt-13637,mostly false
pomt-13655,mostly true
pomt-13662,mostly false
pomt-13671,pants on fire!
pomt-13686,mostly false
pomt-13693,mostly false
pomt-13706,mostly false
pomt-13707,mostly false
pomt-13709,mostly true
pomt-13712,pants on fire!
pomt-13715,mostly true
pomt-13729,mostly false
pomt-13733,false
pomt-13739,false
pomt-13748,mostly false
pomt-13750,mostly false
pomt-13753,mostly false
pomt-13755,mostly false
pomt-13758,mostly false
pomt-13764,false
pomt-13766,mostly false
pomt-13771,false
pomt-13782,mostly false
pomt-13786,false
pomt-13790,false
pomt-13797,false
pomt-13798,mostly false
pomt-13800,mostly false
pomt-13805,mostly false
pomt-13815,mostly false
pomt-13822,mostly false
